Dataset {
    Grid {
     ARRAY:
        Float32 uwnd[time = 12][lat = 94][lon = 192];
     MAPS:
        Float64 time[time = 12];
        Float32 lat[lat = 94];
        Float32 lon[lon = 192];
    } uwnd;
} Datasets/ncep.reanalysis.derived/surface_gauss/uwnd.10m.mon.ltm.nc;
---------------------------------------------
uwnd.uwnd[12][94][192]
[0][0], -2.0092025, -2.009133, -2.0072134, -2.0042138, -1.9990788, -1.9908426, -1.9823261, -1.9706651, -1.9579445, -1.9434341, -1.9266708, -1.9103158, -1.8902134, -1.870918, -1.8489662, -1.8270091, -1.8027458, -1.7792888, -1.7524929, -1.7258265, -1.6980575, -1.6698586, -1.6419021, -1.612778, -1.5829663, -1.5522459, -1.5214665, -1.4893264, -1.4579446, -1.4256059, -1.3945254, -1.360579, -1.3285687, -1.2955792, -1.263219, -1.2314717, -1.1980684, -1.1659874, -1.133789, -1.1013321, -1.068773, -1.0367782, -1.0042512, -0.9717242, -0.93762195, -0.9058368, -0.87127274, -0.8370845, -0.8028692, -0.7676488, -0.73045534, -0.69403076, -0.6565577, -0.6176544, -0.57842857, -0.53739625, -0.49531576, -0.45343935, -0.40983173, -0.36567584, -0.31963855, -0.27215418, -0.22460037, -0.17654113, -0.1270522, -0.07760588, -0.024396317, 0.027082125, 0.08106601, 0.13563591, 0.19144766, 0.24695309, 0.30214134, 0.35997465, 0.41761455, 0.47506586, 0.53407156, 0.59162533, 0.64975953, 0.70780253, 0.7678564, 0.8252433, 0.88109815, 0.93797994, 0.9941843, 1.049604, 1.1031575, 1.1547273, 1.2058508, 1.2558457, 1.3047866, 1.3499748, 1.3952272, 1.4385229, 1.4794583, 1.5169905, 1.5513186, 1.5848294, 1.6146253, 1.641754, 1.6651092, 1.6860173, 1.7042484, 1.7208723, 1.7344803, 1.7447006, 1.7536951, 1.7573781, 1.7594424, 1.7597544, 1.7550446, 1.7488347, 1.7402004, 1.7271523, 1.7135228, 1.6953888, 1.6738886, 1.6497169, 1.623878, 1.5946089, 1.563491, 1.52962, 1.4922488, 1.4535286, 1.4143188, 1.3730607, 1.3287975, 1.2833939, 1.2353243, 1.1875176, 1.1362326, 1.0848938, 1.0331737, 0.9802332, 0.92617375, 0.87092596, 0.81680256, 0.7595232, 0.7026523, 0.64467895, 0.58443165, 0.525351, 0.46393147, 0.40032402, 0.33618447, 0.27258208, 0.2072435, 0.14177036, 0.07417892, 0.0073080123, -0.06121893, -0.13019222, -0.19812752, -0.26817602, -0.33842298, -0.40844998, -0.47821882, -0.54932684, -0.6199016, -0.6891383, -0.7592512, -0.82998216, -0.8980254, -0.96533185, -1.0313427, -1.0970416, -1.1614068, -1.2228854, -1.2828963, -1.3414987, -1.3989716, -1.4522458, -1.5044392, -1.5530304, -1.6007727, -1.6454128, -1.686977, -1.7261112, -1.7626436, -1.7969611, -1.8283321, -1.8563479, -1.8824556, -1.9052621, -1.9259931, -1.9469556, -1.9625683, -1.976176, -1.9872936, -1.9957134, -2.002294, -2.0070252
[0][1], -1.5807084, -1.629848, -1.6807456, -1.7283854, -1.7749664, -1.815364, -1.8586112, -1.8977134, -1.9351594, -1.9720899, -1.99959, -2.0246866, -2.0448155, -2.0620468, -2.069708, -2.0713804, -2.069999, -2.0622456, -2.0522025, -2.0400255, -2.0209126, -2.0002186, -1.9761274, -1.9482566, -1.9239448, -1.8896219, -1.8496704, -1.8121058, -1.7732029, -1.7329768, -1.6868858, -1.644923, -1.6022941, -1.5599877, -1.5134662, -1.4718802, -1.4292724, -1.3860738, -1.3404449, -1.2974823, -1.2532834, -1.2098047, -1.167197, -1.1208695, -1.0788746, -1.0387189, -0.99543923, -0.9558586, -0.9179931, -0.8784178, -0.83972955, -0.8030899, -0.7660897, -0.7305092, -0.69483185, -0.6586169, -0.6215578, -0.58468133, -0.5525038, -0.5180145, -0.48461685, -0.45045003, -0.41653627, -0.38285303, -0.34497163, -0.30564353, -0.26551455, -0.22255231, -0.17710584, -0.12884226, -0.079590015, -0.025923299, 0.030506833, 0.08887248, 0.14920057, 0.21246412, 0.28032932, 0.34860912, 0.41815186, 0.4895121, 0.56268966, 0.6366145, 0.7105552, 0.78443176, 0.85737264, 0.92895305, 0.9987274, 1.0666089, 1.1325715, 1.194367, 1.254485, 1.3096364, 1.360867, 1.4077166, 1.4516631, 1.4915874, 1.526652, 1.5588078, 1.5882003, 1.6124424, 1.6346146, 1.6544743, 1.6704155, 1.6851038, 1.6978993, 1.709964, 1.718002, 1.7239583, 1.7264422, 1.7270125, 1.7224962, 1.7177974, 1.7095767, 1.6963297, 1.6797168, 1.6568404, 1.6295013, 1.5982003, 1.5599259, 1.5178083, 1.472717, 1.4196469, 1.362206, 1.3015821, 1.2361736, 1.166448, 1.0945716, 1.0226735, 0.95061463, 0.88139373, 0.8128561, 0.74901795, 0.6897595, 0.6362273, 0.5895338, 0.5496789, 0.5144209, 0.48659304, 0.4652434, 0.45297447, 0.44702834, 0.44393155, 0.44595322, 0.45213047, 0.45814145, 0.4660447, 0.47012514, 0.47234008, 0.4707597, 0.4643349, 0.4502489, 0.43042082, 0.40219486, 0.3663616, 0.32338342, 0.2715337, 0.21472734, 0.15261427, 0.08358742, 0.009695204, -0.068450026, -0.14652544, -0.22576183, -0.305649, -0.38292858, -0.457676, -0.5324716, -0.5988476, -0.6622402, -0.7218638, -0.7758694, -0.82340133, -0.86714375, -0.9073964, -0.94413847, -0.9765683, -1.0065523, -1.0359553, -1.0636381, -1.0917352, -1.1177349, -1.146536, -1.1763908, -1.2070304, -1.2402561, -1.2751223, -1.3138695, -1.3529286, -1.3947673, -1.4388158, -1.485466, -1.531719
[0][2], -0.40468138, -0.58462757, -0.7613588, -0.9330145, -1.0974392, -1.2542943, -1.4040898, -1.5407028, -1.670665, -1.7891701, -1.8950365, -1.9887618, -2.071606, -2.1414177, -2.1999717, -2.2456865, -2.2788532, -2.3031814, -2.3175523, -2.3239233, -2.3211436, -2.3108587, -2.2939339, -2.2717514, -2.2447672, -2.2152722, -2.182251, -2.1472137, -2.1099017, -2.071041, -2.0312035, -1.9904073, -1.9454124, -1.8992301, -1.8503206, -1.7991871, -1.7468963, -1.6930466, -1.6359019, -1.5753264, -1.5129125, -1.4471595, -1.3783643, -1.3065685, -1.2328267, -1.1568749, -1.0777512, -0.9986063, -0.9186971, -0.83768636, -0.75935876, -0.68293935, -0.6092833, -0.53904134, -0.4717458, -0.41488564, -0.3569609, -0.30579397, -0.2594123, -0.22040147, -0.18773492, -0.15867586, -0.13403106, -0.11242852, -0.09436421, -0.0765955, -0.061423507, -0.04593379, -0.02934794, -0.012407255, 0.009092848, 0.033087417, 0.061754, 0.09342096, 0.12937793, 0.16957691, 0.21781889, 0.26900694, 0.3269206, 0.39110926, 0.45995286, 0.5328942, 0.6136629, 0.69541013, 0.7790018, 0.8644315, 0.94887245, 1.0328349, 1.1120017, 1.187351, 1.2570285, 1.319937, 1.3716469, 1.4165875, 1.451222, 1.4776038, 1.4930767, 1.5022972, 1.5057166, 1.5013455, 1.4940178, 1.486991, 1.4798886, 1.4760715, 1.4761035, 1.4841518, 1.4988347, 1.5193509, 1.5465875, 1.5832708, 1.6269097, 1.6780121, 1.7348511, 1.7924426, 1.8494422, 1.9038885, 1.9525877, 1.9900554, 2.0166037, 2.0251412, 2.0169961, 1.9865335, 1.9327968, 1.8570071, 1.7565932, 1.633308, 1.4889318, 1.3311198, 1.159308, 0.9820122, 0.80099624, 0.62736166, 0.4657111, 0.3215874, 0.20011964, 0.10500702, 0.042689886, 0.0128669655, 0.0199102, 0.062308095, 0.13767883, 0.24331342, 0.37351224, 0.52383476, 0.68822193, 0.8605607, 1.0329586, 1.2010986, 1.3568403, 1.4945449, 1.6099961, 1.698367, 1.7559316, 1.783819, 1.7799964, 1.7488134, 1.6908292, 1.6098076, 1.5157381, 1.4121896, 1.3033458, 1.1991254, 1.1005393, 1.017733, 0.9487274, 0.8996951, 0.86895317, 0.85739386, 0.86335075, 0.8858296, 0.92288315, 0.9701251, 1.0199907, 1.0756681, 1.1286575, 1.1764314, 1.2131684, 1.2368457, 1.2442757, 1.2326844, 1.2032222, 1.1544265, 1.0833135, 0.99389404, 0.88546383, 0.7594853, 0.61810374, 0.46645322, 0.30171123, 0.13115187, -0.043605994, -0.2235578
[0][3], -0.3101703, -0.5473318, -0.75554675, -0.93962204, -1.1038911, -1.2441814, -1.3660308, -1.4700143, -1.5596865, -1.6397455, -1.700074, -1.7552354, -1.7991704, -1.832154, -1.8607936, -1.8820364, -1.9012939, -1.9097296, -1.9304395, -1.9347351, -1.9398422, -1.9429554, -1.9475197, -1.9496435, -1.952289, -1.9625092, -1.9601328, -1.9554502, -1.9443748, -1.9455416, -1.9401438, -1.9365953, -1.9281489, -1.9153588, -1.9005198, -1.8822458, -1.8617672, -1.8357728, -1.8057462, -1.7681005, -1.7205253, -1.6673427, -1.6072565, -1.538122, -1.461332, -1.3790897, -1.291864, -1.20159, -1.1083477, -1.0151813, -0.92154145, -0.8312996, -0.7430628, -0.6594932, -0.5803426, -0.5079287, -0.44153595, -0.3839664, -0.3332298, -0.2906653, -0.25461146, -0.22370274, -0.19629969, -0.17320293, -0.15117054, -0.13126184, -0.111788526, -0.08950408, -0.06735333, -0.042718988, -0.01629951, 0.0111249965, 0.03917368, 0.06982924, 0.095937096, 0.12287235, 0.1481788, 0.1745017, 0.20228638, 0.23074885, 0.26806056, 0.31114128, 0.36110896, 0.42118987, 0.49008238, 0.56959283, 0.65812516, 0.75601214, 0.8619207, 0.96906084, 1.0755768, 1.1770228, 1.2716361, 1.3539047, 1.4227493, 1.4739048, 1.5059477, 1.5231249, 1.5212702, 1.5038509, 1.4707114, 1.4280069, 1.3798509, 1.3295554, 1.2794694, 1.2350713, 1.2015449, 1.1802866, 1.177851, 1.1888726, 1.2197434, 1.2692808, 1.3395284, 1.4281577, 1.5327381, 1.6516895, 1.7798404, 1.9136251, 2.0487971, 2.1766145, 2.2910497, 2.3830554, 2.4462001, 2.4713562, 2.455636, 2.3903937, 2.2740014, 2.1067817, 1.8876039, 1.6220555, 1.3203455, 0.9915607, 0.6498725, 0.30846408, -0.012761918, -0.29649323, -0.52445555, -0.68628335, -0.7697999, -0.77995, -0.71309537, -0.5736328, -0.37158984, -0.11663275, 0.17319492, 0.4872489, 0.8106253, 1.1301464, 1.4301789, 1.7038941, 1.8571522, 2.0354369, 2.1569908, 2.2187219, 2.224652, 2.1725929, 2.2798507, 2.1532593, 1.993609, 1.8354208, 1.7061896, 1.54641, 1.4984316, 1.4939532, 1.5377059, 1.6268457, 1.7587111, 1.9302164, 2.0423617, 2.2603505, 2.4904265, 2.7186735, 2.935953, 3.128007, 3.2840235, 3.3977864, 3.4609582, 3.4710014, 3.5956788, 3.493195, 3.3809266, 3.170937, 2.9159048, 2.6199532, 2.2945662, 1.9500339, 1.5917966, 1.2357167, 0.8874587, 0.55485076, 0.24000682, -0.048019785
[0][4], -1.2760469, -1.4710361, -1.6545628, -1.7694553, -1.8624666, -1.934848, -1.981794, -2.017574, -2.0221648, -1.9708159, -1.8913373, -1.8203155, -1.7401439, -1.6750199, -1.5678478, -1.4986922, -1.4512728, -1.4264823, -1.4203265, -1.434332, -1.4596329, -1.5018858, -1.5610307, -1.6200737, -1.7060523, -1.8782834, -1.9345841, -1.9844339, -1.9223855, -1.984052, -2.04752, -2.044251, -2.0427783, -1.986418, -1.8847405, -1.8575734, -1.8436491, -1.823042, -1.8014396, -1.7713318, -1.7197884, -1.674434, -1.6202779, -1.5501922, -1.4727995, -1.3882835, -1.2985309, -1.2048856, -1.1113425, -1.0208429, -0.9057726, -0.8230897, -0.7608693, -0.6830629, -0.62003064, -0.5577299, -0.50660074, -0.4635039, -0.42855752, -0.40279388, -0.38511142, -0.3738855, -0.36632648, -0.35751468, -0.34448224, -0.3261008, -0.29465976, -0.25303087, -0.19396083, -0.12127796, -0.034111302, 0.061592843, 0.15841539, 0.25411984, 0.34038877, 0.4109856, 0.4613996, 0.48856047, 0.49274847, 0.47588304, 0.44291553, 0.39936697, 0.35482934, 0.31557667, 0.29074895, 0.28506595, 0.30454442, 0.349238, 0.41760936, 0.5071307, 0.6119047, 0.7271361, 0.8436843, 0.9567486, 1.0598723, 1.1490716, 1.2207701, 1.273722, 1.3112062, 1.3341035, 1.3473672, 1.3485717, 1.3455982, 1.3365877, 1.323351, 1.3069158, 1.285136, 1.2588775, 1.2262167, 1.1911578, 1.1492329, 1.1076573, 1.069292, 1.0366253, 1.0148673, 1.0089964, 1.023679, 1.0655663, 1.137249, 1.2418023, 1.3748348, 1.5349103, 1.7109692, 1.8920877, 2.0645175, 2.2120233, 2.3157432, 2.3591087, 2.328711, 2.2139425, 2.0115771, 1.7205285, 1.3460443, 0.9058245, 0.42433482, -0.072611585, -0.5499772, -0.9760143, -1.3237245, -1.580321, -1.7351925, -1.7841271, -1.6603694, -1.5417296, -1.320375, -1.0442564, -0.76356846, -0.4830844, -0.21896632, 0.012049749, 0.19419514, 0.3181359, 0.37783498, 0.37911996, 0.33039904, 0.2519908, 0.15762536, 0.07196403, 0.014249162, -0.0077617276, 0.019313363, 0.1093454, 0.27946365, 0.5354099, 0.8791897, 1.2995822, 1.7820818, 2.3561845, 2.9055762, 3.449227, 3.9639795, 4.429367, 4.8299265, 5.1454315, 5.368292, 5.56663, 5.575098, 5.4677, 5.249819, 4.924443, 4.4315658, 3.9434638, 3.4268186, 2.763883, 2.2957866, 1.6701466, 1.0687003, 0.51624346, 0.023463944, -0.40019193, -0.75653064, -1.0454555
[0][5], -1.6778318, -1.9248163, -2.1214337, -2.2876115, -2.4333215, -2.5479877, -2.5476491, -2.2488213, -2.2659926, -2.2541275, -2.207063, -2.1124768, -2.0579064, -1.937552, -1.8013108, -1.6813798, -1.5716704, -1.4972348, -1.4519553, -1.4471332, -1.4887027, -1.57245, -1.67567, -1.7785949, -1.8791754, -1.952993, -1.9909981, -2.0066812, -1.9903315, -1.9409283, -1.8794124, -1.8052994, -1.7176597, -1.6410198, -1.578558, -1.5252622, -1.4952998, -1.4790148, -1.4661704, -1.4683912, -1.4378318, -1.4057137, -1.3751061, -1.3154929, -1.2278534, -1.122036, -1.0019393, -0.87748224, -0.7544283, -0.63961136, -0.541106, -0.43347707, -0.31192315, -0.2221004, -0.14505763, -0.054487728, 0.05531867, 0.1102759, 0.16484588, 0.20446402, 0.2194477, 0.20706064, 0.16845304, 0.10656597, 0.027636198, -0.056853548, -0.13321337, -0.18918149, -0.21594456, -0.20352529, -0.1495414, -0.055208225, 0.07207138, 0.21745324, 0.37259835, 0.5176144, 0.64003384, 0.7269477, 0.7692326, 0.76681346, 0.7187651, 0.634835, 0.52978665, 0.41430232, 0.30403918, 0.21698014, 0.16117357, 0.14224881, 0.15853374, 0.20421115, 0.27237782, 0.34846383, 0.4237974, 0.49040475, 0.5407706, 0.5710555, 0.5893833, 0.59816265, 0.6060497, 0.6245712, 0.6577328, 0.7110878, 0.78747463, 0.8831145, 0.9903022, 1.1067811, 1.2211145, 1.3244641, 1.4130497, 1.4771037, 1.511781, 1.5138189, 1.4801466, 1.4168403, 1.3237971, 1.205453, 1.0749964, 0.94581354, 0.8290985, 0.74502844, 0.705566, 0.7251143, 0.8088078, 0.9538889, 1.1559045, 1.3975714, 1.6604589, 1.917593, 2.1420605, 2.298781, 2.368491, 2.3234587, 2.1538887, 1.8637599, 1.4668456, 0.98059285, 0.4240823, -0.13593385, -0.6811759, -1.1511651, -1.5571815, -1.8725473, -2.0891006, -2.1143591, -2.1330473, -2.1288211, -2.029267, -1.9266436, -1.8482242, -1.8097782, -1.8509504, -1.9833481, -2.1746595, -2.4363477, -2.6970575, -2.9315796, -3.0757568, -3.3243587, -3.412574, -3.454848, -3.3144553, -2.9975684, -2.50552, -1.8555628, -1.0743802, -0.20033191, 0.7284369, 1.6716627, 2.5937812, 3.4652169, 4.264109, 4.9688134, 5.5661526, 6.0460606, 6.3942165, 6.601217, 6.6500006, 6.537502, 6.2662373, 5.841921, 5.288857, 4.5581675, 3.994743, 3.2028503, 2.4112327, 1.6532867, 0.9553779, 0.3381252, -0.18426177, -0.6133856, -0.98373497, -1.3604608
[0][6], -0.906423, -1.2303317, -1.5866703, -1.9709445, -2.3574178, -2.7293804, -3.064003, -3.2842185, -3.362751, -3.0722988, -3.2082565, -3.1677833, -3.0268102, -2.8117778, -2.6221812, -2.4590201, -2.2917936, -2.112934, -1.9666008, -1.9037672, -1.8704605, -1.9135469, -1.9667941, -2.053138, -2.1001601, -2.098348, -2.0413373, -1.986676, -1.9150304, -1.7455575, -1.5180198, -1.2886435, -1.0891436, -0.93044496, -0.81564885, -0.7687671, -0.7602402, -0.73756325, -0.7511705, -0.83963287, -0.9473746, -1.0043105, -1.0224122, -1.0014392, -0.9316274, -0.8310308, -0.71298254, -0.5865954, -0.4662672, -0.36103627, -0.27407917, -0.20163803, -0.13547185, -0.06150398, 0.039238106, 0.11810916, 0.25150707, 0.44486693, 0.5998028, 0.7460608, 0.8599208, 0.9237813, 0.9224692, 0.85430795, 0.7253243, 0.5518669, 0.35444248, 0.16232398, -0.0030682902, -0.1248587, -0.19169204, -0.19848244, -0.14396623, -0.040858727, 0.09834043, 0.2549692, 0.41324335, 0.55217874, 0.6547221, 0.7132491, 0.7178241, 0.6734799, 0.5909639, 0.48586714, 0.37816837, 0.28271657, 0.22093703, 0.20423822, 0.22876519, 0.28981873, 0.3668187, 0.4458619, 0.5057326, 0.5326469, 0.5203674, 0.46685627, 0.38464135, 0.28889912, 0.19558772, 0.12473276, 0.07952826, 0.07433511, 0.104716614, 0.16496924, 0.24216299, 0.3268402, 0.4085392, 0.48908743, 0.5653457, 0.64292634, 0.72483516, 0.81436723, 0.9120232, 1.0108832, 1.0978618, 1.1637436, 1.1926038, 1.179695, 1.119163, 1.0232378, 0.90688854, 0.7953511, 0.7149637, 0.6869909, 0.7311251, 0.85335654, 1.0460554, 1.2913347, 1.5699259, 1.8776631, 2.1613452, 2.2704744, 2.3620768, 2.357738, 2.244335, 2.026211, 1.7382005, 1.3463615, 0.9293832, 0.49461454, 0.080334865, -0.28882095, -0.58839625, -0.8114609, -0.9494231, -1.0077943, -0.96360606, -0.93453085, -0.91136414, -0.9652137, -1.0968425, -1.380864, -1.821864, -2.4304612, -3.1291814, -3.6211114, -4.377026, -5.08002, -5.8144393, -6.2667403, -6.375505, -6.1761537, -5.6605086, -4.875725, -3.8723001, -2.7244446, -1.516273, -0.3101599, 0.85462016, 1.9625069, 2.9956956, 3.934996, 4.7310715, 5.393631, 5.9059696, 6.268802, 6.4596844, 6.4644527, 6.286519, 5.9241357, 5.337211, 4.617759, 4.156265, 3.3620765, 2.6154907, 1.92169, 1.3046361, 0.7791521, 0.32985103, -0.031245835, -0.31970268, -0.59612197
[0][7], -0.43003076, -0.7291595, -1.1025093, -1.5260415, -1.951692, -2.3615146, -2.7245843, -3.0143316, -3.2086, -3.273208, -3.1193962, -2.9819226, -2.926203, -2.807794, -2.6401973, -2.4414554, -2.2666812, -2.1246161, -2.0034125, -1.937767, -1.9135416, -1.9085414, -1.9220414, -1.9594016, -1.9813694, -1.9772886, -1.9257729, -1.792251, -1.6409876, -1.4506058, -1.2056755, -0.85977256, -0.6690254, -0.49227253, -0.3661009, -0.28749853, -0.26510066, -0.28297153, -0.34570274, -0.43781582, -0.5326006, -0.6113213, -0.6575574, -0.6604987, -0.6153639, -0.532665, -0.42318684, -0.2909985, -0.21721889, -0.15393415, -0.12440692, -0.13389625, -0.16017602, -0.18002017, -0.18167053, -0.13725637, -0.04066497, 0.11029725, 0.298394, 0.49900687, 0.68822205, 0.8783833, 0.9706465, 0.9951143, 0.96459264, 0.8898938, 0.7968672, 0.6987273, 0.61269504, 0.54497445, 0.48925987, 0.45159286, 0.43027025, 0.4272755, 0.42374334, 0.4624906, 0.59954983, 0.6821895, 0.7445015, 0.8162594, 0.8288294, 0.8238133, 0.7688135, 0.6647486, 0.5283132, 0.3850499, 0.2623724, 0.18906073, 0.17564115, 0.22189964, 0.3060282, 0.40391, 0.48448515, 0.51980263, 0.49655008, 0.4117168, 0.27880242, 0.1248244, -0.024439346, -0.144004, -0.2186167, -0.24892329, -0.24804159, -0.24004123, -0.24753062, -0.29788023, -0.39810577, -0.5462833, -0.72020817, -0.8875415, -1.0109984, -1.0571865, -1.0056868, -0.8531113, -0.6206222, -0.33918124, -0.051590104, 0.19853906, 0.38397998, 0.48873815, 0.518749, 0.49517897, 0.44994232, 0.4163294, 0.42603403, 0.49708787, 0.6357167, 0.8319474, 1.068168, 1.3172221, 1.6188619, 1.6716142, 1.8298724, 2.0397112, 1.9842213, 1.9934477, 2.1096897, 2.0095603, 1.8779961, 1.5854154, 1.5104854, 1.250738, 0.97866255, 0.6772273, 0.5315874, 0.48832935, 0.5700663, 0.77749646, 1.1068993, 1.459292, 1.7844636, 1.9388294, 1.8442761, 1.4326309, 0.6827649, -0.3342726, -1.5497996, -2.9011598, -4.3268, -5.6176486, -6.524444, -7.0723042, -7.0701156, -6.6675305, -5.9450088, -4.89295, -3.6698852, -2.3666546, -1.0614177, 0.21675947, 1.4432062, 2.596383, 3.6125984, 4.4902334, 5.187259, 5.686814, 5.950453, 5.956793, 5.710566, 5.2246146, 4.561018, 3.684695, 3.0854316, 2.308367, 1.6475499, 1.1054099, 0.71286714, 0.46008235, 0.26703897, 0.11938345, -0.034369294, -0.20350417
[0][8], -0.3268748, -0.43728876, -0.5893962, -0.7447455, -0.8997724, -1.0406059, -1.1505791, -1.2133424, -1.2134821, -1.158547, -1.0597564, -0.9369499, -0.80878896, -0.6904928, -0.5955251, -0.5291702, -0.49514356, -0.4844069, -0.49979407, -0.5419499, -0.61232644, -0.70631015, -0.8288587, -0.97533196, -1.133638, -1.3002831, -1.4487457, -1.5470146, -1.5154018, -1.325547, -1.2228966, -1.1189396, -1.0029393, -0.8430364, -0.70212215, -0.5794715, -0.48490712, -0.41404673, -0.38395563, -0.3466329, -0.33810055, -0.3357565, -0.32529962, -0.29608428, -0.25225112, -0.14880484, -0.02435323, 0.13132939, 0.29645315, 0.4490337, 0.5612328, 0.61049587, 0.5933026, 0.52075964, 0.41872737, 0.32472196, 0.27370602, 0.28390497, 0.34665734, 0.44691578, 0.5390823, 0.6122755, 0.6462004, 0.6520875, 0.69411975, 0.7269316, 0.77128094, 0.9106843, 1.1417382, 1.3333079, 1.4717004, 1.528738, 1.4885074, 1.3606037, 1.1773187, 0.9969424, 0.86212534, 0.7965982, 0.812249, 0.88868415, 0.99583995, 1.0808296, 1.1113724, 1.061711, 0.93286175, 0.74808234, 0.5473616, 0.37434015, 0.26665235, 0.2362382, 0.27821118, 0.35267887, 0.42324358, 0.44748008, 0.39535084, 0.25500697, 0.04172181, -0.21976759, -0.4817835, -0.70453054, -0.85213834, -0.90552527, -0.8723909, -0.78030473, -0.6698049, -0.5888049, -0.5726488, -0.6459929, -0.8047563, -1.019864, -1.2454232, -1.4274714, -1.5194446, -1.4957892, -1.3646489, -1.1458801, -0.8903261, -0.6433157, -0.44300938, -0.3107565, -0.24330501, -0.21088028, -0.17905225, -0.10978342, 0.018807897, 0.21826498, 0.44622192, 0.7147809, 0.9902327, 1.2316844, 1.4348081, 1.6375448, 1.6469857, 1.6391091, 1.6118299, 1.5207384, 1.6484963, 1.6419101, 1.6810123, 1.6233674, 1.5903994, 1.511222, 1.2065015, 0.89692664, 0.61000675, 0.33052304, 0.23480263, 0.36139956, 0.72391576, 1.4786736, 2.2998402, 3.0157707, 3.7170823, 4.1373396, 4.1309915, 3.6301894, 2.6702914, 1.3098564, -0.2589286, -1.849095, -3.3370473, -4.67689, -5.5157504, -5.748439, -6.0111437, -5.62223, -4.8772025, -3.8394449, -2.5792782, -1.1548318, 0.35428676, 1.8352005, 3.1891255, 4.388701, 5.3411627, 5.9811788, 6.219588, 6.019151, 5.412292, 4.49426, 3.4062765, 2.3511739, 1.3625177, 0.5914478, 0.07913587, -0.2335736, -0.3547562, -0.365993, -0.28762725, -0.23148216, -0.20384249, -0.24472405
[0][9], 0.0028455576, 0.06574898, 0.16938344, 0.2890608, 0.40092105, 0.502405, 0.6026464, 0.7243349, 0.8825284, 1.0715016, 1.2723941, 1.4594315, 1.6145822, 1.7246737, 1.787007, 1.8137813, 1.8243507, 1.8250389, 1.8036845, 1.7394906, 1.6083888, 1.3936841, 1.0933834, 0.7384638, 0.35133478, -0.03049306, -0.39023522, -0.6361487, -0.79660594, -0.6831382, -0.62536967, -0.5661808, -0.43587488, -0.31126717, -0.20315978, -0.15347156, -0.17326167, -0.10898231, -0.10669732, -0.11191778, -0.07325652, -0.06564872, -0.046848036, -0.05435326, -0.056643367, -0.022595039, 0.08985639, 0.30744252, 0.6296252, 1.0177381, 1.4067541, 1.7167544, 1.8669585, 1.8724048, 1.6143404, 1.3793405, 1.2056522, 1.0840982, 0.89244246, 0.85311973, 0.82433516, 0.764469, 0.6549048, 0.51400703, 0.39322194, 0.3571307, 0.4547433, 0.6835286, 1.089668, 1.4849586, 1.8473401, 1.9205388, 1.8875715, 1.6928184, 1.3835068, 1.0386308, 0.7664639, 0.59698015, 0.5552487, 0.6302435, 0.7868513, 1.0142328, 1.1908779, 1.3071681, 1.3435718, 1.3113778, 1.2291903, 1.135867, 1.0542597, 1.0162272, 1.0276628, 1.0739154, 1.1284047, 1.1515876, 1.1036036, 0.9540178, 0.6679367, 0.28099614, -0.13875662, -0.6194124, -1.070993, -1.4271057, -1.6353964, -1.6748372, -1.5497024, -1.3059231, -1.0012566, -0.70102555, -0.45351446, -0.2855896, -0.18782625, -0.127106, -0.07413829, 0.013485241, 0.1400338, 0.2905768, 0.42540497, 0.50185114, 0.49243698, 0.39015743, 0.21619524, 0.018646559, -0.14565428, -0.22961667, -0.20062783, -0.045267414, 0.21746945, 0.5389155, 0.9328884, 1.2723564, 1.468835, 1.6202273, 1.6618135, 1.6048619, 1.4878188, 1.3679852, 1.3123457, 1.3800606, 1.4918188, 1.6755499, 1.8608887, 1.8822435, 1.8483406, 1.6807327, 1.2462975, 0.6353082, 0.083721995, -0.3411113, -0.51445013, -0.37971362, 0.0482867, 0.7070391, 1.5310931, 2.4277544, 3.2627537, 3.8128824, 3.9993348, 3.7385232, 3.0313787, 1.9440554, 0.63467383, -0.7277406, -2.243181, -3.4086006, -4.51494, -5.23081, -5.60895, -5.275267, -4.3404174, -2.961219, -1.3115954, 0.37744766, 1.9893674, 3.493168, 4.74406, 5.5573826, 5.7978144, 5.444711, 4.3596363, 3.2015069, 1.9634103, 0.8845176, 0.005270374, -0.50196064, -0.72657365, -0.6407727, -0.42557383, -0.19504681, -0.05208958, 3.9513907E-5, 0.003598523, -0.012944754
